item name,size,colour,shape,status
Pomegranate,large,dull,oval,fertilized
Ivy gourd,medium,dull,oval,organic
Banana,large,vibrant,round,fertilized
Papaya,medium,neutral,oval,organic
Onion,medium,vibrant,oval,organic
Onion,medium,neutral,round,organic
Brinjal,medium,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Banana,medium,dull,round,organic
Ivy gourd,medium,irregular,irregular,fertilized
Apple,medium,dull,oval,organic
Onion,large,vibrant,round,fertilized
Carrot,large,vibrant,round,fertilized
Grapes,small,irregular,round,organic
Beetroot,small,neutral,oval,fertilized
Guava,medium,neutral,oval,organic
Orange,medium,dull,round,organic
Grapes,medium,dull,irregular,organic
Apple,large,irregular,round,fertilized
Orange,medium,dull,round,organic
Ivy gourd,medium,dull,round,organic
Carrot,medium,dull,oval,organic
Sapota,large,irregular,oval,fertilized
Orange,large,dull,irregular,organic
Onion,large,dull,oval,fertilized
Papaya,small,vibrant,round,fertilized
Carrot,small,dull,round,organic
Beetroot,medium,dull,elongated,organic
Apple,medium,neutral,oval,organic
Ivy gourd,large,irregular,round,fertilized
Ivy gourd,large,vibrant,elongated,fertilized
Orange,small,neutral,elongated,organic
Orange,large,vibrant,oval,fertilized
Pomegranate,small,dull,elongated,organic
Banana,small,vibrant,oval,fertilized
Pomegranate,medium,dull,oval,organic
Carrot,large,vibrant,oval,fertilized
Carrot,large,vibrant,elongated,fertilized
Onion,medium,dull,irregular,organic
Pomegranate,medium,vibrant,irregular,fertilized
Papaya,medium,dull,oval,organic
Pomegranate,large,neutral,oval,organic
Ivy gourd,large,irregular,round,fertilized
Sapota,large,vibrant,round,fertilized
Sapota,medium,neutral,oval,organic
Sapota,medium,irregular,irregular,organic
Brinjal,small,neutral,oval,fertilized
Orange,medium,vibrant,round,fertilized
Ivy gourd,large,irregular,irregular,organic
Ivy gourd,small,dull,round,organic
Ivy gourd,medium,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Guava,medium,dull,round,organic
Ivy gourd,large,neutral,oval,fertilized
Ivy gourd,large,vibrant,round,fertilized
Garlic,large,neutral,round,fertilized
Grapes,small,dull,round,organic
Orange,medium,irregular,oval,fertilized
Brinjal,medium,dull,round,organic
Banana,medium,vibrant,oval,organic
Grapes,medium,vibrant,round,fertilized
Papaya,large,irregular,round,fertilized
Orange,large,vibrant,round,fertilized
Orange,large,vibrant,oval,fertilized
Onion,medium,neutral,oval,fertilized
Banana,small,dull,irregular,organic
Brinjal,medium,dull,oval,organic
Garlic,large,irregular,oval,fertilized
Brinjal,large,vibrant,round,fertilized
Beetroot,large,vibrant,irregular,fertilized
Garlic,large,vibrant,round,fertilized
Mango,medium,dull,round,organic
Garlic,small,dull,oval,organic
Grapes,large,vibrant,round,fertilized
Orange,medium,dull,round,organic
Mango,large,vibrant,oval,fertilized
Guava,medium,dull,oval,organic
Pomegranate,large,vibrant,round,fertilized
Ivy gourd,medium,irregular,round,fertilized
Beetroot,medium,dull,oval,organic
Apple,medium,neutral,oval,fertilized
Sapota,small,dull,irregular,organic
Apple,large,vibrant,round,fertilized
Onion,large,vibrant,round,fertilized
Grapes,large,vibrant,round,fertilized
Apple,large,vibrant,round,fertilized
Mango,medium,irregular,elongated,organic
Mango,large,vibrant,oval,fertilized
Apple,small,vibrant,oval,fertilized
Mango,medium,dull,round,organic
Ivy gourd,large,vibrant,irregular,fertilized
Brinjal,small,neutral,elongated,organic
Papaya,large,vibrant,oval,organic
Papaya,large,vibrant,round,fertilized
Beetroot,small,irregular,round,organic
Ivy gourd,large,dull,irregular,organic
Papaya,small,dull,irregular,organic
Guava,small,irregular,oval,organic
Beetroot,large,vibrant,oval,fertilized
Garlic,medium,dull,round,organic
Sapota,medium,dull,round,organic
Garlic,large,vibrant,round,fertilized
Pomegranate,medium,dull,irregular,fertilized
Guava,medium,neutral,round,organic
Banana,large,neutral,oval,fertilized
Sapota,small,dull,elongated,organic
Beetroot,medium,dull,oval,fertilized
Apple,large,irregular,irregular,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Apple,medium,neutral,oval,organic
Papaya,large,neutral,oval,fertilized
Banana,medium,neutral,irregular,organic
Beetroot,medium,vibrant,round,fertilized
Onion,small,dull,oval,organic
Banana,large,vibrant,round,fertilized
Apple,large,dull,oval,fertilized
Orange,large,vibrant,oval,fertilized
Carrot,small,neutral,oval,organic
Apple,medium,dull,elongated,organic
Guava,small,neutral,oval,organic
Apple,medium,irregular,oval,organic
Grapes,medium,dull,round,organic
Apple,medium,vibrant,oval,fertilized
Brinjal,medium,neutral,oval,organic
Carrot,large,vibrant,oval,fertilized
Banana,large,vibrant,irregular,organic
Banana,large,vibrant,round,fertilized
Papaya,medium,vibrant,elongated,fertilized
Brinjal,small,irregular,oval,fertilized
Onion,medium,dull,irregular,organic
Apple,large,dull,round,fertilized
Papaya,small,vibrant,round,organic
Apple,small,dull,irregular,organic
Orange,medium,dull,irregular,organic
Beetroot,medium,neutral,oval,organic
Onion,small,dull,oval,organic
Guava,medium,dull,round,organic
Apple,medium,neutral,oval,organic
Brinjal,small,dull,oval,organic
Pomegranate,large,neutral,round,fertilized
Grapes,small,dull,irregular,organic
Banana,medium,neutral,irregular,organic
Carrot,large,dull,round,fertilized
Garlic,medium,vibrant,irregular,organic
Grapes,medium,dull,oval,organic
Brinjal,medium,vibrant,oval,fertilized
Beetroot,small,vibrant,oval,fertilized
Mango,medium,dull,elongated,organic
Guava,medium,vibrant,oval,fertilized
Beetroot,large,irregular,round,fertilized
Banana,medium,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Mango,large,vibrant,oval,fertilized
Sapota,medium,neutral,elongated,organic
Beetroot,large,vibrant,round,fertilized
Guava,small,neutral,elongated,organic
Sapota,medium,vibrant,round,fertilized
Beetroot,large,vibrant,elongated,fertilized
Brinjal,large,vibrant,round,fertilized
Brinjal,small,vibrant,irregular,organic
Beetroot,medium,irregular,oval,fertilized
Orange,medium,neutral,oval,organic
Carrot,large,vibrant,round,fertilized
Mango,medium,neutral,oval,fertilized
Ivy gourd,medium,neutral,oval,organic
Pomegranate,medium,vibrant,oval,fertilized
Papaya,small,vibrant,oval,organic
Sapota,large,vibrant,elongated,fertilized
Guava,large,vibrant,round,fertilized
Beetroot,medium,dull,round,organic
Garlic,medium,dull,oval,organic
Sapota,small,vibrant,oval,fertilized
Garlic,small,dull,round,organic
Garlic,large,vibrant,round,fertilized
Sapota,medium,neutral,oval,organic
Grapes,medium,dull,round,organic
Brinjal,small,vibrant,round,fertilized
Guava,medium,dull,oval,organic
Ivy gourd,medium,irregular,elongated,organic
Guava,small,neutral,oval,organic
Pomegranate,medium,irregular,oval,fertilized
Apple,large,neutral,round,fertilized
Guava,large,irregular,oval,fertilized
Mango,medium,dull,oval,organic
Orange,large,dull,oval,fertilized
Beetroot,small,neutral,oval,organic
Beetroot,large,vibrant,oval,organic
Mango,medium,dull,oval,organic
Brinjal,medium,vibrant,round,fertilized
Apple,medium,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Pomegranate,large,neutral,round,organic
Garlic,large,vibrant,round,fertilized
Garlic,medium,dull,oval,organic
Sapota,medium,dull,round,organic
Papaya,small,vibrant,elongated,fertilized
Mango,small,dull,irregular,organic
Carrot,medium,neutral,irregular,organic
Ivy gourd,large,dull,oval,fertilized
Sapota,small,neutral,elongated,organic
Ivy gourd,medium,vibrant,irregular,fertilized
Carrot,medium,dull,irregular,organic
Papaya,medium,neutral,irregular,organic
Mango,medium,neutral,elongated,organic
Carrot,large,vibrant,round,fertilized
Grapes,large,dull,oval,organic
Garlic,small,dull,round,organic
Garlic,large,vibrant,elongated,fertilized
Ivy gourd,medium,neutral,oval,organic
Carrot,medium,neutral,round,fertilized
Papaya,small,dull,irregular,organic
Apple,large,dull,oval,fertilized
Garlic,small,dull,round,organic
Mango,large,dull,oval,organic
Sapota,large,dull,oval,fertilized
Pomegranate,small,vibrant,oval,fertilized
Papaya,large,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Mango,small,vibrant,round,fertilized
Beetroot,small,vibrant,elongated,fertilized
Sapota,large,vibrant,round,fertilized
Pomegranate,medium,neutral,elongated,organic
Apple,large,vibrant,elongated,fertilized
Apple,medium,dull,irregular,organic
Guava,large,vibrant,round,fertilized
Carrot,medium,vibrant,oval,fertilized
Mango,large,dull,round,fertilized
Ivy gourd,medium,dull,round,organic
Guava,medium,neutral,elongated,organic
Beetroot,small,neutral,elongated,fertilized
Orange,medium,neutral,oval,organic
Orange,small,irregular,round,organic
Orange,small,neutral,round,organic
Papaya,large,irregular,elongated,fertilized
Mango,medium,vibrant,round,organic
Ivy gourd,large,vibrant,irregular,organic
Pomegranate,small,dull,oval,organic
Garlic,small,dull,oval,organic
Banana,medium,dull,round,organic
Garlic,medium,irregular,round,organic
Apple,medium,vibrant,oval,fertilized
Pomegranate,medium,vibrant,irregular,fertilized
Sapota,large,vibrant,oval,fertilized
Guava,medium,vibrant,oval,fertilized
Grapes,large,dull,oval,fertilized
Carrot,large,dull,oval,organic
Papaya,medium,vibrant,oval,fertilized
Grapes,small,neutral,round,organic
Brinjal,large,dull,round,fertilized
Mango,medium,vibrant,elongated,organic
Papaya,medium,dull,round,organic
Orange,medium,vibrant,elongated,fertilized
Pomegranate,medium,neutral,round,organic
Garlic,large,vibrant,elongated,fertilized
Onion,small,dull,round,organic
Apple,small,dull,irregular,organic
Orange,large,vibrant,elongated,fertilized
Garlic,medium,vibrant,elongated,fertilized
Papaya,medium,dull,round,organic
Ivy gourd,small,vibrant,oval,fertilized
Onion,small,dull,irregular,organic
Onion,medium,vibrant,elongated,fertilized
Mango,large,vibrant,round,fertilized
Mango,small,neutral,elongated,organic
Apple,medium,vibrant,round,fertilized
Guava,small,dull,round,organic
Mango,small,vibrant,oval,fertilized
Grapes,medium,neutral,elongated,organic
Carrot,medium,vibrant,round,fertilized
Apple,medium,dull,irregular,organic
Sapota,medium,vibrant,round,organic
Apple,medium,dull,round,organic
Garlic,large,vibrant,elongated,fertilized
Banana,small,vibrant,round,fertilized
Grapes,medium,dull,round,organic
Apple,medium,dull,oval,organic
Papaya,large,irregular,round,fertilized
Pomegranate,large,neutral,elongated,organic
Sapota,medium,vibrant,oval,fertilized
Carrot,large,dull,round,fertilized
Sapota,medium,dull,round,organic
Grapes,small,vibrant,round,fertilized
Garlic,medium,vibrant,round,fertilized
Grapes,medium,dull,oval,fertilized
Guava,medium,neutral,round,organic
Banana,large,neutral,elongated,organic
Grapes,large,irregular,round,fertilized
Beetroot,medium,dull,round,organic
Brinjal,small,dull,oval,organic
Apple,medium,vibrant,oval,fertilized
Onion,small,vibrant,oval,organic
Sapota,medium,irregular,elongated,organic
Onion,small,dull,elongated,organic
Banana,small,neutral,oval,organic
Ivy gourd,large,irregular,round,fertilized
Garlic,medium,neutral,oval,organic
Onion,large,neutral,oval,organic
Guava,medium,irregular,round,organic
Onion,small,dull,irregular,organic
Banana,large,vibrant,oval,fertilized
Carrot,medium,vibrant,oval,fertilized
Garlic,large,vibrant,round,fertilized
Beetroot,medium,dull,oval,organic
Sapota,medium,neutral,round,organic
Carrot,medium,dull,irregular,fertilized
Banana,small,dull,elongated,organic
Pomegranate,large,neutral,oval,organic
Banana,small,neutral,oval,organic
Pomegranate,large,irregular,oval,fertilized
Beetroot,large,vibrant,oval,fertilized
Beetroot,medium,vibrant,round,organic
Grapes,medium,irregular,round,fertilized
Grapes,medium,dull,irregular,organic
Guava,medium,vibrant,round,fertilized
Onion,medium,irregular,round,organic
Mango,small,neutral,round,fertilized
Brinjal,medium,dull,elongated,organic
Mango,large,irregular,round,organic
Carrot,medium,vibrant,irregular,organic
Apple,large,irregular,elongated,fertilized
Sapota,small,vibrant,round,fertilized
Onion,small,vibrant,elongated,fertilized
Beetroot,large,vibrant,round,fertilized
Guava,small,dull,elongated,organic
Apple,small,dull,elongated,organic
Ivy gourd,small,vibrant,elongated,organic
Brinjal,medium,irregular,elongated,organic
Brinjal,medium,neutral,oval,fertilized
Guava,large,dull,oval,organic
Sapota,small,vibrant,round,fertilized
Grapes,medium,vibrant,irregular,organic
Sapota,large,vibrant,oval,fertilized
Orange,medium,neutral,irregular,fertilized
Ivy gourd,small,irregular,round,organic
Carrot,small,dull,round,organic
Grapes,medium,dull,round,organic
Pomegranate,medium,neutral,elongated,organic
Sapota,large,vibrant,oval,fertilized
Brinjal,large,vibrant,elongated,fertilized
Onion,medium,irregular,oval,organic
Mango,small,neutral,oval,organic
Beetroot,large,vibrant,irregular,fertilized
Papaya,large,vibrant,elongated,fertilized
Mango,large,dull,round,fertilized
Onion,medium,dull,irregular,organic
Grapes,large,vibrant,oval,fertilized
Pomegranate,medium,irregular,oval,organic
Beetroot,small,dull,round,organic
Brinjal,large,dull,elongated,organic
Brinjal,large,vibrant,round,fertilized
Onion,large,vibrant,irregular,fertilized
Garlic,medium,vibrant,oval,fertilized
Grapes,medium,neutral,round,fertilized
Banana,medium,dull,elongated,organic
Banana,medium,vibrant,oval,organic
Papaya,large,vibrant,oval,organic
Apple,large,vibrant,round,fertilized
Garlic,large,vibrant,irregular,fertilized
Guava,large,vibrant,oval,fertilized
Carrot,medium,dull,round,organic
Garlic,large,dull,oval,organic
Carrot,small,dull,round,organic
Garlic,medium,dull,round,organic
Papaya,medium,irregular,oval,organic
Brinjal,large,dull,irregular,organic
Guava,medium,neutral,round,organic
Banana,large,vibrant,elongated,fertilized
Garlic,small,dull,round,organic
Mango,medium,dull,round,organic
Apple,medium,vibrant,oval,fertilized
Papaya,small,neutral,elongated,organic
Carrot,small,neutral,round,organic
Pomegranate,medium,dull,round,organic
Onion,medium,vibrant,irregular,fertilized
Ivy gourd,medium,vibrant,irregular,fertilized
Onion,small,neutral,elongated,organic
Papaya,small,neutral,round,organic
Papaya,medium,vibrant,round,fertilized
Pomegranate,small,dull,round,organic
Ivy gourd,small,neutral,round,organic
Orange,medium,neutral,round,organic
Orange,large,dull,oval,organic
Onion,small,irregular,irregular,fertilized
Garlic,large,vibrant,round,fertilized
Garlic,medium,vibrant,oval,fertilized
Ivy gourd,large,vibrant,round,fertilized
Mango,small,neutral,round,organic
Guava,small,vibrant,oval,fertilized
Sapota,medium,dull,irregular,organic
Papaya,medium,vibrant,round,organic
Apple,large,irregular,oval,fertilized
Mango,medium,irregular,round,organic
Carrot,small,dull,oval,organic
Guava,small,dull,oval,organic
Banana,large,vibrant,round,fertilized
Pomegranate,small,neutral,oval,fertilized
Garlic,large,vibrant,round,fertilized
Guava,small,dull,round,organic
Apple,medium,neutral,oval,organic
Brinjal,medium,neutral,round,organic
Pomegranate,medium,vibrant,oval,organic
Banana,large,vibrant,oval,fertilized
Papaya,small,neutral,oval,organic
Brinjal,large,dull,elongated,organic
Guava,small,dull,oval,organic
Beetroot,medium,dull,oval,organic
Ivy gourd,large,vibrant,oval,fertilized
Brinjal,large,vibrant,irregular,fertilized
Banana,medium,irregular,round,organic
Carrot,medium,dull,round,organic
Sapota,medium,dull,elongated,organic
Papaya,large,dull,round,organic
Grapes,medium,vibrant,elongated,fertilized
Guava,small,irregular,oval,organic
Papaya,medium,neutral,round,organic
Garlic,large,vibrant,round,fertilized
Banana,large,dull,round,fertilized
Brinjal,small,neutral,oval,organic
Banana,small,dull,oval,organic
Apple,medium,irregular,round,organic
Carrot,small,vibrant,round,organic
Grapes,large,neutral,oval,fertilized
Brinjal,medium,dull,round,organic
Grapes,large,vibrant,oval,fertilized
Brinjal,medium,irregular,round,organic
Ivy gourd,large,dull,elongated,fertilized
Pomegranate,large,vibrant,round,fertilized
Mango,medium,vibrant,oval,organic
Beetroot,large,vibrant,oval,fertilized
Mango,medium,dull,elongated,organic
Banana,medium,dull,elongated,organic
Beetroot,small,irregular,round,organic
Ivy gourd,medium,neutral,oval,organic
Papaya,medium,neutral,round,organic
Apple,medium,vibrant,round,fertilized
Orange,small,vibrant,irregular,organic
Banana,large,irregular,elongated,fertilized
Papaya,medium,vibrant,round,fertilized
Carrot,large,neutral,round,organic
Guava,small,dull,oval,organic
Pomegranate,small,neutral,irregular,organic
Grapes,small,dull,elongated,organic
Sapota,large,vibrant,oval,fertilized
Onion,small,dull,irregular,organic
Apple,large,vibrant,oval,fertilized
Beetroot,medium,neutral,elongated,organic
